County,State,Value,
Cherokee,GA,9.2,  
Cambria,PA,9.2,  
Seneca,OH,9.2,  
Onondaga,NY,9.2,  
Buncombe,NC,9.2,  
Carteret,NC,9.2,  
Warren,NJ,9.2,  
Cape May,NJ,9.2,  
Monroe,MO,9.2,  
Antelope,NE,9.2,  
Norman,MN,9.2,  
Faribault,MN,9.2,  
Lenawee,MI,9.2,  
Berkshire,MA,9.2,  
Allegan,MI,9.3,  
Lapeer,MI,9.3,  
Yellow Medicine,MN,9.3,  
Sullivan,NH,9.3,  
Nance,NE,9.3,  
Sheridan,NE,9.3,  
Ulster,NY,9.3,  
Defiance,OH,9.3,  
Blair,PA,9.3,  
Polk,OR,9.3,  
Pinellas,FL,9.3,  
Santa Rosa,FL,9.3,  
Houston,GA,9.3,  
Tuolumne,CA,9.3,  
Shasta,CA,9.3,  
Cherokee,IA,9.3,  
Franklin,ID,9.3,  
Clay,IN,9.3,  
St. Clair,IL,9.3,  
Franklin,VT,9.3,  
Edmunds,SD,9.3,  
Kingsbury,SD,9.3,  
Wilson,TN,9.3,  
Bell,TX,9.3,  
Northumberland,VA,9.3,  
Hampton,VA,9.3,  
Langlade,WI,9.3,  
Brooke,WV,9.3,  
Barron,WI,9.4,  
Craig,VA,9.4,  
Clark,SD,9.4,  
Richland,SC,9.4,  
Northampton,PA,9.4,  
Lackawanna,PA,9.4,  
Caledonia,VT,9.4,  
Macoupin,IL,9.4,  
Clarke,IA,9.4,  
Lyon,IA,9.4,  
Escambia,FL,9.4,  
Washington,OK,9.4,  
Franklin,OH,9.4,  
Shelby,OH,9.4,  
Stark,OH,9.4,  
Golden Valley,ND,9.4,  
Cortland,NY,9.4,  
Manistee,MI,9.4,  
Cheboygan,MI,9.4,  
Lamar,MS,9.4,  
Adair,MO,9.5,  
Musselshell,MT,9.5,  
Pulaski,MO,9.5,  
Monroe,MI,9.5,  
Rock,MN,9.5,  
Dutchess,NY,9.5,  
Cumberland,NC,9.5,  
McHenry,ND,9.5,  
Wyandot,OH,9.5,  
Mahoning,OH,9.5,  
Hamilton,OH,9.5,  
Columbia,OR,9.5,  
Logan,OK,9.5,  
Camas,ID,9.5,  
San Luis Obispo,CA,9.5,  
Archuleta,CO,9.5,  
Huerfano,CO,9.5,  
Humboldt,CA,9.5,  
Vermillion,IN,9.5,  
Audubon,IA,9.5,  
Huntington,IN,9.5,  
Wright,IA,9.5,  
Mitchell,IA,9.5,  
Campbell,KY,9.5,  
Fayette,KY,9.5,  
Charlottesville,VA,9.5,  
Colonial Heights,VA,9.5,  
Columbia,WA,9.5,  
Oconto,WI,9.5,  
Big Horn,WY,9.5,  
Price,WI,9.6,  
Kenosha,WI,9.6,  
Skamania,WA,9.6,  
Bristol,RI,9.6,  
Haakon,SD,9.6,  
Grant,SD,9.6,  
Bourbon,KS,9.6,  
Pawnee,KS,9.6,  
Stark,IL,9.6,  
Pulaski,AR,9.6,  
Pierce,ND,9.6,  
Belmont,OH,9.6,  
Chemung,NY,9.6,  
Broome,NY,9.6,  
Sandoval,NM,9.6,  
Rice,MN,9.6,  
Sibley,MN,9.6,  
Jackson,MI,9.6,  
Piscataquis,ME,9.6,  
Worcester,MA,9.7,  
Chippewa,MN,9.7,  
Cottonwood,MN,9.7,  
Cape Girardeau,MO,9.7,  
Esmeralda,NV,9.7,  
Jefferson,NE,9.7,  
Monroe,NY,9.7,  
Jefferson,NY,9.7,  
Kidder,ND,9.7,  
Geauga,OH,9.7,  
Jefferson,OH,9.7,  
Licking,OH,9.7,  
Logan,OH,9.7,  
Cheyenne,CO,9.7,  
District of Columbia,DC,9.7,  
Martin,FL,9.7,  
Lake,IL,9.7,  
Norton,KS,9.7,  
Crawford,KS,9.7,  
Deuel,SD,9.7,  
Butte,SD,9.7,  
Marshall,WV,9.7,  
Crawford,WI,9.7,  
Converse,WY,9.7,  
Rock,WI,9.8,  
Mineral,WV,9.8,  
McKean,PA,9.8,  
Salt Lake,UT,9.8,  
Dickinson,KS,9.8,  
Monroe,IA,9.8,  
Hardin,KY,9.8,  
East Baton Rouge,LA,9.8,  
Bartholomew,IN,9.8,  
Hamilton,IL,9.8,  
Mesa,CO,9.8,  
Baldwin,AL,9.8,  
Yavapai,AZ,9.8,  
Grant,ND,9.8,  
Linn,OR,9.8,  
Schenectady,NY,9.8,  
Moore,NC,9.8,  
Pondera,MT,9.8,  
Clay,NE,9.9,  
Deuel,NE,9.9,  
Hill,MT,9.9,  
St. Clair,MI,9.9,  
Ramsey,MN,9.9,  
Worcester,MD,9.9,  
Ionia,MI,9.9,  
Suffolk,NY,9.9,  
Pawnee,NE,9.9,  
McPherson,NE,9.9,  
Baker,OR,9.9,  
Dunn,ND,9.9,  
Butler,OH,9.9,  
Ransom,ND,9.9,  
Washington,OH,9.9,  
Grant,AR,9.9,  
Moffat,CO,9.9,  
Saline,AR,9.9,  
Mariposa,CA,9.9,  
Henry,GA,9.9,  
Paulding,GA,9.9,  
Doniphan,KS,9.9,  
Kiowa,KS,9.9,  
Saline,KS,9.9,  
Weber,UT,9.9,  
Mercer,PA,9.9,  
Wood,WV,9.9,  
Richland,WI,9.9,  
Lancaster,VA,9.9,  
Salem,VA,10,  
Dorchester,SC,10,  
Sevier,UT,10,  
Cowley,KS,10,  
Sioux,IA,10,  
Lemhi,ID,10,  
Brown,IN,10,  
Macon,IL,10,  
Peoria,IL,10,  
Charlotte,FL,10,  
Calaveras,CA,10,  
Montezuma,CO,10,  
Paulding,OH,10,  
Tioga,NY,10,  
Genesee,MI,10,  
Lake of the Woods,MN,10,  
Adams,NE,10,  
Phillips,MT,10.1,  
Gage,NE,10.1,  
Putnam,MO,10.1,  
Jackson,MO,10.1,  
Muskegon,MI,10.1,  
Chippewa,MI,10.1,  
Gratiot,MI,10.1,  
Steuben,NY,10.1,  
Lewis,NY,10.1,  
Mecklenburg,NC,10.1,  
Montgomery,OH,10.1,  
Clermont,OH,10.1,  
Barnes,ND,10.1,  
Curry,OR,10.1,  
Tillamook,OR,10.1,  
Comanche,OK,10.1,  
Eagle,CO,10.1,  
Lee,AL,10.1,  
New Haven,CT,10.1,  
Idaho,ID,10.1,  
Floyd,IA,10.1,  
Elk,KS,10.1,  
Greenwood,KS,10.1,  
Scott,KY,10.1,  
Gillespie,TX,10.1,  
Lawrence,PA,10.1,  
Moody,SD,10.1,  
Blanco,TX,10.1,  
Armstrong,TX,10.1,  
Asotin,WA,10.1,  
Spotsylvania,VA,10.1,  
Dodge,WI,10.1,  
Lafayette,WI,10.1,  
Pend Oreille,WA,10.1,  
Gloucester,VA,10.2,  
Tioga,PA,10.2,  
Motley,TX,10.2,  
Marion,KS,10.2,  
Page,IA,10.2,  
Spencer,IN,10.2,  
Fremont,CO,10.2,  
Trinity,CA,10.2,  
Alpine,CA,10.2,  
Grant,OR,10.2,  
Wagoner,OK,10.2,  
Dauphin,PA,10.2,  
Billings,ND,10.2,  
Griggs,ND,10.2,  
Union,NC,10.2,  
Herkimer,NY,10.2,  
Orange,NY,10.2,  
Kent,MI,10.2,  
Androscoggin,ME,10.2,  
Mille Lacs,MN,10.2,  
Osage,MO,10.2,  
Granite,MT,10.3,  
Douglas,NE,10.3,  
Caldwell,MO,10.3,  
Rankin,MS,10.3,  
Redwood,MN,10.3,  
Mecosta,MI,10.3,  
Schoolcraft,MI,10.3,  
Freeborn,MN,10.3,  
St. Mary's,MD,10.3,  
Bay,MI,10.3,  
Schuyler,NY,10.3,  
Kimball,NE,10.3,  
Harding,NM,10.3,  
Champaign,OH,10.3,  
Columbia,PA,10.3,  
Harney,OR,10.3,  
Williams,OH,10.3,  
Amador,CA,10.3,  
Greenlee,AZ,10.3,  
Coconino,AZ,10.3,  
Boundary,ID,10.3,  
Custer,ID,10.3,  
Montgomery,IN,10.3,  
DeKalb,IN,10.3,  
Emmet,IA,10.3,  
Lewis,ID,10.3,  
White,IL,10.3,  
Pottawattamie,IA,10.3,  
Jefferson,KY,10.3,  
Carbon,UT,10.3,  
Fort Bend,TX,10.3,  
Jerauld,SD,10.3,  
Benton,WA,10.3,  
Staunton,VA,10.4,  
King William,VA,10.4,  
Prince George,VA,10.4,  
Trempealeau,WI,10.4,  
Racine,WI,10.4,  
Lyman,SD,10.4,  
Venango,PA,10.4,  
Indiana,PA,10.4,  
Sumner,TN,10.4,  
Goliad,TX,10.4,  
Millard,UT,10.4,  
Bedford,VA,10.4,  
Kenton,KY,10.4,  
Whiteside,IL,10.4,  
Wabash,IL,10.4,  
Henderson,IL,10.4,  
Edwards,IL,10.4,  
Ford,IL,10.4,  
Howard,IA,10.4,  
Appanoose,IA,10.4,  
Decatur,IN,10.4,  
Volusia,FL,10.4,  
Carbon,PA,10.4,  
Crawford,OH,10.4,  
Athens,OH,10.4,  
Miami,OH,10.4,  
Wayne,NY,10.4,  
Polk,NC,10.4,  
Morrison,MN,10.4,  
Murray,MN,10.4,  
Atchison,MO,10.4,  
Lafayette,MS,10.5,  
Talbot,MD,10.5,  
Berrien,MI,10.5,  
Allegany,MD,10.5,  
St. Tammany,LA,10.5,  
Henderson,NC,10.5,  
Sandusky,OH,10.5,  
Darke,OH,10.5,  
Lorain,OH,10.5,  
Coos,OR,10.5,  
Delaware,IN,10.5,  
Vanderburgh,IN,10.5,  
Iroquois,IL,10.5,  
Benton,IN,10.5,  
Lycoming,PA,10.5,  
Wayne,PA,10.5,  
Miner,SD,10.5,  
Niobrara,WY,10.5,  
Stevens,WA,10.6,  
Pleasants,WV,10.6,  
Maury,TN,10.6,  
Tripp,SD,10.6,  
Parker,TX,10.6,  
Clay,TX,10.6,  
Clearwater,ID,10.6,  
Allen,IN,10.6,  
Floyd,IN,10.6,  
Cass,IA,10.6,  
Nelson,KY,10.6,  
Fairfield,CT,10.6,  
Hartford,CT,10.6,  
Duval,FL,10.6,  
Jefferson,AL,10.6,  
Douglas,OR,10.6,  
Lincoln,OR,10.6,  
Noble,OK,10.6,  
Preble,OH,10.6,  
Columbia,NY,10.6,  
Allegany,NY,10.6,  
Churchill,NV,10.6,  
Essex,MA,10.6,  
Pine,MN,10.6,  
Wadena,MN,10.6,  
Kanabec,MN,10.6,  
DeSoto,MS,10.6,  
Deer Lodge,MT,10.6,  
Wexford,MI,10.7,  
Macomb,MI,10.7,  
Tuscola,MI,10.7,  
Alger,MI,10.7,  
Middlesex,NJ,10.7,  
Pitt,NC,10.7,  
Hocking,OH,10.7,  
Jackson,OR,10.7,  
Armstrong,PA,10.7,  
Siskiyou,CA,10.7,  
Montrose,CO,10.7,  
Phillips,CO,10.7,  
Chatham,GA,10.7,  
Wayne,IA,10.7,  
Linn,KS,10.7,  
Steuben,IN,10.7,  
Livingston,IL,10.7,  
Horry,SC,10.7,  
Skagit,WA,10.7,  
Newport News,VA,10.7,  
Lexington,SC,10.8,  
Monroe,PA,10.8,  
Luzerne,PA,10.8,  
Jefferson,PA,10.8,  
Logan,IL,10.8,  
Henry,IL,10.8,  
Harrison,IN,10.8,  
Franklin,IA,10.8,  
Montgomery,KS,10.8,  
Clay,NC,10.8,  
Mora,NM,10.8,  
Ralls,MO,10.8,  
Dodge,NE,10.8,  
Chase,NE,10.9,  
Sanders,MT,10.9,  
Garrett,MD,10.9,  
Swift,MN,10.9,  
Perkins,NE,10.9,  
Livingston,NY,10.9,  
Cabarrus,NC,10.9,  
Brunswick,NC,10.9,  
Bradford,PA,10.9,  
Josephine,OR,10.9,  
Cuyahoga,OH,10.9,  
Lyon,KS,10.9,  
Rice,KS,10.9,  
Sedgwick,KS,10.9,  
Daviess,KY,10.9,  
White,IN,10.9,  
Clinton,IL,10.9,  
Bond,IL,10.9,  
Bay,FL,10.9,  
Adams,ID,10.9,  
Towns,GA,10.9,  
Harris,GA,10.9,  
Contra Costa,CA,10.9,  
York,PA,10.9,  
York,SC,10.9,  
Washington,TN,10.9,  
Orange,TX,10.9,  
Sanpete,UT,10.9,  
Marion,WV,10.9,  
Hays,TX,11,  
Pike,GA,11,  
Coweta,GA,11,  
Clay,IL,11,  
Ogle,IL,11,  
Jefferson,IN,11,  
Tipton,IN,11,  
Lawrence,IN,11,  
Hardin,OH,11,  
Trumbull,OH,11,  
Hettinger,ND,11,  
Allen,OH,11,  
Tulsa,OK,11,  
Clarion,PA,11,  
Powell,MT,11,  
Furnas,NE,11,  
Gentry,MO,11,  
Taney,MO,11.1,  
Vernon,MO,11.1,  
Mackinac,MI,11.1,  
Big Stone,MN,11.1,  
Branch,MI,11.1,  
Washita,OK,11.1,  
Gilliam,OR,11.1,  
Dickey,ND,11.1,  
Guilford,NC,11.1,  
Santa Fe,NM,11.1,  
Howard,IN,11.1,  
Lee,IL,11.1,  
Marion,IL,11.1,  
Christian,IL,11.1,  
Caldwell,KY,11.1,  
Woodford,KY,11.1,  
Harper,KS,11.1,  
Manatee,FL,11.1,  
Lee,GA,11.1,  
Delta,CO,11.1,  
San Mateo,CA,11.1,  
Hood,TX,11.1,  
Mason,TX,11.2,  
Donley,TX,11.2,  
Travis,TX,11.2,  
Madison,TN,11.2,  
Bon Homme,SD,11.2,  
Huntingdon,PA,11.2,  
Tyler,WV,11.2,  
Jefferson,WV,11.2,  
Prince William,VA,11.2,  
Butte,CA,11.2,  
Pueblo,CO,11.2,  
Spencer,KY,11.2,  
Bossier,LA,11.2,  
Boyd,KY,11.2,  
Mason,IL,11.2,  
Rock Island,IL,11.2,  
Platte,NE,11.2,  
Foster,ND,11.2,  
Cecil,MD,11.2,  
Saginaw,MI,11.2,  
Renville,MN,11.2,  
Glacier,MT,11.2,  
Lafayette,MO,11.2,  
Camden,MO,11.2,  
Cooper,MO,11.2,  
Roscommon,MI,11.3,  
Huron,MI,11.3,  
Clinton,OH,11.3,  
Oliver,ND,11.3,  
Woods,OK,11.3,  
Pontotoc,OK,11.3,  
Iredell,NC,11.3,  
Schoharie,NY,11.3,  
Richmond,NY,11.3,  
La Salle,IL,11.3,  
Jasper,IL,11.3,  
Henry,IN,11.3,  
Pulaski,IN,11.3,  
Wabash,IN,11.3,  
Pasco,FL,11.3,  
DeKalb,GA,11.3,  
Union,GA,11.3,  
Blaine,ID,11.3,  
Grays Harbor,WA,11.3,  
Vernon,WI,11.3,  
Marquette,WI,11.3,  
Sullivan,PA,11.3,  
Susquehanna,PA,11.3,  
Blount,TN,11.3,  
Hamilton,TN,11.3,  
Lampasas,TX,11.3,  
Wayne,UT,11.4,  
Walworth,SD,11.4,  
Suffolk,VA,11.4,  
Rappahannock,VA,11.4,  
Orange,VA,11.4,  
Broward,FL,11.4,  
Lake,FL,11.4,  
Inyo,CA,11.4,  
Cumberland,IL,11.4,  
Edgar,IL,11.4,  
Carroll,IN,11.4,  
Greeley,KS,11.4,  
Madison,NE,11.4,  
Colfax,NM,11.4,  
Adams,PA,11.4,  
Watauga,NC,11.4,  
Lucas,OH,11.4,  
Wicomico,MD,11.4,  
Marshall,MN,11.4,  
Blaine,MT,11.4,  
Chariton,MO,11.5,  
Presque Isle,MI,11.5,  
Luce,MI,11.5,  
Kandiyohi,MN,11.5,  
Eddy,ND,11.5,  
Cameron,PA,11.5,  
McClain,OK,11.5,  
Bernalillo,NM,11.5,  
Chautauqua,NY,11.5,  
Forsyth,NC,11.5,  
Stafford,KS,11.5,  
Fountain,IN,11.5,  
Clark,IN,11.5,  
Dubois,IN,11.5,  
Lonoke,AR,11.5,  
Kodiak Island,AK,11.5,  
Cowlitz,WA,11.5,  
Green Lake,WI,11.5,  
Jackson,WI,11.5,  
Taylor,WI,11.5,  
Walla Walla,WA,11.5,  
Washakie,WY,11.5,  
North Slope,AK,11.6,  
Indian River,FL,11.6,  
Windham,CT,11.6,  
Union,IN,11.6,  
Schuyler,IL,11.6,  
Woodson,KS,11.6,  
Calloway,KY,11.6,  
Ascension,LA,11.6,  
Washington,NY,11.6,  
Cattaraugus,NY,11.6,  
Camden,NJ,11.6,  
Hayes,NE,11.6,  
Grady,OK,11.6,  
Divide,ND,11.6,  
Ashland,OH,11.6,  
Alcona,MI,11.6,  
Crawford,MI,11.6,  
Lewis,MO,11.6,  
Perry,MO,11.6,  
Dixon,NE,11.6,  
Howard,MO,11.7,  
Marion,MO,11.7,  
Buchanan,MO,11.7,  
Slope,ND,11.7,  
Yamhill,OR,11.7,  
Crawford,PA,11.7,  
Coos,NH,11.7,  
Wyoming,NY,11.7,  
McCracken,KY,11.7,  
Ohio,IN,11.7,  
Jones,GA,11.7,  
Craighead,AR,11.7,  
Aleutians West,AK,11.7,  
Kanawha,WV,11.7,  
Hancock,WV,11.7,  
Schuylkill,PA,11.7,  
Berkeley,SC,11.7,  
McCook,SD,11.7,  
Lehigh,PA,11.8,  
Roberts,SD,11.8,  
Bland,VA,11.8,  
Morris,TX,11.8,  
Grayson,TX,11.8,  
Guadalupe,TX,11.8,  
Coryell,TX,11.8,  
Berkeley,WV,11.8,  
Harrison,WV,11.8,  
Radford,VA,11.8,  
Frederick,VA,11.8,  
Tuscaloosa,AL,11.8,  
Clark,AR,11.8,  
Garland,AR,11.8,  
Pima,AZ,11.8,  
Douglas,GA,11.8,  
Hillsborough,FL,11.8,  
Orange,FL,11.8,  
Putnam,IN,11.8,  
Knox,IN,11.8,  
Pike,IL,11.8,  
Warren,KY,11.8,  
Anderson,KY,11.8,  
Morris,KS,11.8,  
Lincoln,NV,11.8,  
Osage,OK,11.8,  
Pawnee,OK,11.8,  
Carroll,OH,11.8,  
Jefferson,MO,11.8,  
Ray,MO,11.8,  
Schuyler,MO,11.8,  
St. Charles,LA,11.8,  
Lincoln,LA,11.8,  
Montcalm,MI,11.9,  
Missaukee,MI,11.9,  
Big Horn,MT,11.9,  
Linn,MO,11.9,  
Oktibbeha,MS,11.9,  
Kingfisher,OK,11.9,  
St. Lawrence,NY,11.9,  
Oneida,NY,11.9,  
Lake,IN,11.9,  
Shelby,IN,11.9,  
Palm Beach,FL,11.9,  
Glynn,GA,11.9,  
Middlesex,VA,11.9,  
Kerr,TX,11.9,  
Galveston,TX,12,  
Davidson,TN,12,  
Potter,PA,12,  
Lynchburg,VA,12,  
Logan,CO,12,  
Ripley,IN,12,  
Knox,IL,12,  
Jackson,NC,12,  
Garfield,OK,12,  
Pembina,ND,12,  
Cass,MI,12,  
Iosco,MI,12.1,  
Mercer,MO,12.1,  
Lincoln,MO,12.1,  
Henry,MO,12.1,  
Warren,MO,12.1,  
Lincoln,MT,12.1,  
Monroe,OH,12.1,  
Morrow,OH,12.1,  
Fayette,PA,12.1,  
Woodward,OK,12.1,  
Crook,OR,12.1,  
Mercer,NJ,12.1,  
Kankakee,IL,12.1,  
Warren,IL,12.1,  
Fremont,ID,12.1,  
St. Joseph,IN,12.1,  
Perry,IN,12.1,  
Morgan,IN,12.1,  
LaPorte,IN,12.1,  
San Francisco,CA,12.1,  
Taylor,WV,12.1,  
Lewis,WV,12.1,  
Oldham,TX,12.1,  
Somerset,PA,12.2,  
Baylor,TX,12.2,  
Mason,WA,12.2,  
Lincoln,CO,12.2,  
Elmore,ID,12.2,  
Hernando,FL,12.2,  
Vigo,IN,12.2,  
Jefferson,ID,12.2,  
Wilson,KS,12.2,  
Meade,KY,12.2,  
Chenango,NY,12.2,  
Haywood,NC,12.2,  
Hamilton,NY,12.2,  
Macon,MO,12.2,  
Jackson,MS,12.2,  
Hillsdale,MI,12.2,  
Washington,ME,12.2,  
Sanilac,MI,12.2,  
Somerset,ME,12.3,  
Franklin,MO,12.3,  
Worth,MO,12.3,  
Durham,NC,12.3,  
Craven,NC,12.3,  
Delaware,NY,12.3,  
Johnson,NE,12.3,  
Clinton,PA,12.3,  
Ellis,OK,12.3,  
Reno,KS,12.3,  
Cherokee,KS,12.3,  
Gem,ID,12.3,  
Twin Falls,ID,12.3,  
Richland,IL,12.3,  
Blackford,IN,12.3,  
Jasper,IN,12.3,  
Madison,IN,12.3,  
Weld,CO,12.3,  
Sonoma,CA,12.3,  
Lake and Peninsula,AK,12.3,  
Autauga,AL,12.3,  
Perry,PA,12.3,  
Aurora,SD,12.4,  
Shelby,TN,12.4,  
Newton,TX,12.4,  
Montgomery,TX,12.4,  
Orleans,VT,12.4,  
Hardin,TX,12.4,  
Isle of Wight,VA,12.4,  
Cabell,WV,12.4,  
Forest,WI,12.4,  
Solano,CA,12.4,  
Santa Clara,CA,12.4,  
Franklin,IN,12.4,  
Fulton,IL,12.4,  
Barton,KS,12.4,  
Chautauqua,KS,12.4,  
Van Buren,IA,12.4,  
Washoe,NV,12.4,  
Cayuga,NY,12.4,  
Currituck,NC,12.4,  
Westchester,NY,12.4,  
Polk,MO,12.4,  
Rosebud,MT,12.4,  
Gasconade,MO,12.4,  
Dade,MO,12.4,  
Aroostook,ME,12.4,  
Montmorency,MI,12.4,  
Osceola,MI,12.5,  
Vernon,LA,12.5,  
Transylvania,NC,12.5,  
Macon,NC,12.5,  
Taos,NM,12.5,  
Huron,OH,12.5,  
Columbiana,OH,12.5,  
Union,IL,12.5,  
Garfield,CO,12.5,  
Alameda,CA,12.5,  
Benton,AR,12.5,  
Wakulla,FL,12.5,  
Gwinnett,GA,12.5,  
Pacific,WA,12.5,  
Klickitat,WA,12.5,  
Lewis,WA,12.5,  
Norfolk,VA,12.5,  
Bath,VA,12.5,  
Brazoria,TX,12.5,  
Gregory,SD,12.5,  
Bowie,TX,12.6,  
Stewart,TN,12.6,  
Duchesne,UT,12.6,  
Milwaukee,WI,12.6,  
Muscogee,GA,12.6,  
Kent,DE,12.6,  
Citrus,FL,12.6,  
Winnebago,IL,12.6,  
Gallatin,IL,12.6,  
Wapello,IA,12.6,  
Osceola,IA,12.6,  
Pickaway,OH,12.6,  
Klamath,OR,12.6,  
Walsh,ND,12.7,  
Davie,NC,12.7,  
Chatham,NC,12.7,  
Rockland,NY,12.7,  
Kent,MD,12.7,  
Van Buren,MI,12.7,  
Barton,MO,12.7,  
Ste. Genevieve,MO,12.7,  
Bullitt,KY,12.7,  
Franklin,KY,12.7,  
Lee,FL,12.7,  
Kalawao,HI,12.7,  
Baxter,AR,12.7,  
Cleveland,AR,12.7,  
Las Animas,CO,12.7,  
Taylor,TX,12.7,  
Burnet,TX,12.7,  
Moore,TN,12.7,  
