County,State,Value,
Cumberland,VA,18.5,  
Louisa,IA,18.5,  
Cumberland,KY,18.5,  
Clarke,AL,18.5,  
Red River,LA,18.5,  
West Feliciana,LA,18.5,  
Sequoyah,OK,18.5,  
Marshall,OK,18.6,  
Rutherford,NC,18.6,  
Choctaw,MS,18.6,  
Lawrence,MS,18.6,  
Stoddard,MO,18.6,  
Jackson,AL,18.6,  
Bradley,AR,18.6,  
Crittenden,AR,18.6,  
Ben Hill,GA,18.6,  
Franklin,FL,18.6,  
Pulaski,KY,18.6,  
Charlotte,VA,18.6,  
Ritchie,WV,18.6,  
Gilmer,WV,18.6,  
Darlington,SC,18.6,  
Burleson,TX,18.6,  
Morgan,TN,18.6,  
Lipscomb,TX,18.6,  
Marion,TN,18.7,  
Bedford,TN,18.7,  
Manassas,VA,18.7,  
Stevens,KS,18.7,  
Prowers,CO,18.7,  
Schley,GA,18.7,  
Walker,GA,18.7,  
Wayne,GA,18.7,  
Montgomery,GA,18.7,  
Howard,AR,18.7,  
Dallas,AL,18.7,  
Webster,LA,18.7,  
Dallas,MO,18.8,  
Rockingham,NC,18.8,  
McDuffie,GA,18.8,  
Hart,GA,18.8,  
Gilmer,GA,18.9,  
Hale,AL,18.9,  
Butler,AL,18.9,  
Pike,AL,18.9,  
Riverside,CA,18.9,  
Newton,AR,18.9,  
Gallatin,KY,18.9,  
Queens,NY,18.9,  
Malheur,OR,18.9,  
Madison,MO,18.9,  
St. Clair,MO,18.9,  
Hopewell,VA,18.9,  
Grayson,VA,18.9,  
Northampton,VA,18.9,  
Angelina,TX,18.9,  
Union,SC,18.9,  
Hill,TX,18.9,  
Carroll,TN,19,  
Henderson,TN,19,  
Page,VA,19,  
Yalobusha,MS,19,  
Gallia,OH,19,  
Marion,KY,19,  
Escambia,AL,19,  
Cassia,ID,19,  
Miami-Dade,FL,19,  
Crisp,GA,19.1,  
Jefferson,FL,19.1,  
Webster,GA,19.1,  
Chambers,AL,19.1,  
Franklin,AR,19.1,  
East Feliciana,LA,19.1,  
Harper,OK,19.1,  
Choctaw,OK,19.1,  
Pershing,NV,19.1,  
Carroll,VA,19.1,  
Martinsville,VA,19.1,  
Terrell,TX,19.1,  
Amelia,VA,19.2,  
Hartley,TX,19.2,  
DeWitt,TX,19.2,  
Haywood,TN,19.2,  
Lawrence,TN,19.2,  
Grainger,TN,19.2,  
Van Buren,TN,19.2,  
Grant,WV,19.2,  
Alcorn,MS,19.2,  
Elkhart,IN,19.2,  
Tallapoosa,AL,19.2,  
Marion,AL,19.3,  
Northwest Arctic,AK,19.3,  
Lafayette,AR,19.3,  
Wilcox,GA,19.3,  
Perry,MS,19.3,  
Pike,MS,19.3,  
Iron,MO,19.3,  
Cibola,NM,19.3,  
Kings,NY,19.3,  
Wilson,NC,19.3,  
Bastrop,TX,19.3,  
Briscoe,TX,19.4,  
Braxton,WV,19.4,  
Hardy,WV,19.4,  
Petersburg,VA,19.4,  
Hughes,OK,19.4,  
Randolph,NC,19.4,  
Columbus,NC,19.4,  
Toombs,GA,19.4,  
Spalding,GA,19.4,  
Floyd,GA,19.4,  
Decatur,GA,19.4,  
Henry,AL,19.4,  
Talladega,AL,19.5,  
Morgan,CO,19.5,  
Brooks,GA,19.5,  
Washington,FL,19.5,  
Saguache,CO,19.5,  
Avery,NC,19.5,  
Burke,NC,19.5,  
San Miguel,NM,19.5,  
Tate,MS,19.5,  
Danville,VA,19.5,  
Richmond,VA,19.5,  
Hampshire,WV,19.5,  
Polk,TN,19.5,  
Newberry,SC,19.5,  
Calhoun,TX,19.5,  
Harris,TX,19.5,  
Limestone,TX,19.6,  
Gray,TX,19.6,  
Nolan,TX,19.6,  
Toa Alta,PR,19.6,  
Douglas,MO,19.6,  
Wright,MO,19.6,  
Swain,NC,19.6,  
Pike,OH,19.6,  
Early,GA,19.6,  
Santa Barbara,CA,19.6,  
Cross,AR,19.6,  
Grayson,KY,19.6,  
Breckinridge,KY,19.6,  
Garrard,KY,19.7,  
Lincoln,AR,19.7,  
Heard,GA,19.7,  
Morehouse,LA,19.7,  
Dickens,TX,19.7,  
Jack,TX,19.7,  
King,TX,19.8,  
Laurens,SC,19.8,  
McNairy,TN,19.8,  
Anderson,TX,19.8,  
Hardin,TN,19.8,  
Doddridge,WV,19.8,  
Walthall,MS,19.8,  
Smith,MS,19.8,  
Montgomery,MS,19.8,  
McIntosh,ND,19.8,  
Richmond,NC,19.8,  
Suwannee,FL,19.8,  
Chicot,AR,19.8,  
Bethel,AK,19.8,  
Cameron,LA,19.8,  
Choctaw,AL,19.9,  
Hempstead,AR,19.9,  
Berrien,GA,19.9,  
Pulaski,GA,19.9,  
Lenoir,NC,19.9,  
Anson,NC,19.9,  
Warren,NC,19.9,  
Caguas,PR,19.9,  
Chester,SC,19.9,  
Williamsburg,SC,19.9,  
San Augustine,TX,20,  
Harmon,OK,20,  
Hertford,NC,20,  
Kemper,MS,20,  
St. Martin,LA,20,  
Clay,MS,20,  
Burke,GA,20,  
Walker,AL,20,  
Marshall,AL,20,  
Perry,AL,20,  
Emanuel,GA,20.1,  
Lanier,GA,20.1,  
Ohio,KY,20.1,  
Muhlenberg,KY,20.1,  
Winn,LA,20.1,  
Monroe,MS,20.1,  
Forest,PA,20.1,  
Vinton,OH,20.1,  
McCormick,SC,20.1,  
Scott,VA,20.1,  
Henry,VA,20.2,  
Roane,WV,20.2,  
Barnwell,SC,20.2,  
Trousdale,TN,20.2,  
Real,TX,20.2,  
Refugio,TX,20.2,  
Howard,TX,20.2,  
Bollinger,MO,20.2,  
St. Mary,LA,20.2,  
Liberty,FL,20.2,  
Pickens,AL,20.2,  
Blount,AL,20.2,  
Jackson,FL,20.3,  
Gadsden,FL,20.3,  
Johnson,KY,20.3,  
Loving,TX,20.3,  
Clarendon,SC,20.3,  
Halifax,VA,20.3,  
Tazewell,VA,20.3,  
Bayamon,PR,20.4,  
San Juan,PR,20.4,  
Overton,TN,20.4,  
Jeff Davis,TX,20.4,  
Rusk,TX,20.4,  
Allen,LA,20.4,  
Putnam,FL,20.4,  
Fayette,AL,20.4,  
Madison,AR,20.4,  
Dent,MO,20.4,  
Hood River,OR,20.4,  
Roosevelt,NM,20.5,  
Adams,MS,20.5,  
Johnson,AR,20.5,  
Poinsett,AR,20.5,  
Cherokee,AL,20.5,  
Lamar,AL,20.5,  
Taylor,FL,20.5,  
Allen,KY,20.5,  
Bennett,SD,20.5,  
Webster,KY,20.6,  
Claiborne,LA,20.6,  
Nicholas,KY,20.6,  
Buena Vista,IA,20.6,  
Richland,LA,20.6,  
Carter,MO,20.6,  
George,MS,20.6,  
Marshall,MS,20.6,  
Scotland,MO,20.6,  
Hyde,NC,20.6,  
Adair,OK,20.6,  
Yadkin,NC,20.7,  
Simpson,MS,20.7,  
Crenshaw,AL,20.7,  
Warren,TN,20.7,  
Caldwell,TX,20.7,  
Cherokee,TX,20.8,  
Wilbarger,TX,20.8,  
Crockett,TN,20.8,  
Lincoln,WV,20.8,  
San Bernardino,CA,20.8,  
Talbot,GA,20.8,  
Upson,GA,20.8,  
Edmonson,KY,20.8,  
Bladen,NC,20.8,  
Dona Ana,NM,20.8,  
Winston,MS,20.9,  
Tishomingo,MS,20.9,  
Jackson,LA,20.9,  
Whitley,KY,20.9,  
Dade,GA,20.9,  
Dixie,FL,20.9,  
San Benito,CA,20.9,  
Wilcox,AL,20.9,  
Boone,WV,20.9,  
DeKalb,TN,20.9,  
Menard,TX,20.9,  
Grimes,TX,21,  
Wheeler,TX,21,  
Cocke,TN,21,  
Wayne,TN,21,  
Toa Baja,PR,21,  
Florida,PR,21,  
Geneva,AL,21,  
Conecuh,AL,21,  
Haralson,GA,21,  
Fulton,KY,21,  
Jefferson Davis,LA,21,  
Adams,OH,21,  
Hidalgo,NM,21.1,  
Alleghany,NC,21.1,  
Clarke,MS,21.1,  
Amite,MS,21.1,  
Laurel,KY,21.1,  
Carter,KY,21.1,  
Powell,KY,21.1,  
Yell,AR,21.1,  
Fajardo,PR,21.1,  
Macon,TN,21.1,  
Bamberg,SC,21.1,  
Wharton,TX,21.1,  
McCulloch,TX,21.1,  
Jasper,SC,21.2,  
Russell,VA,21.2,  
Montgomery,AR,21.2,  
Wyandotte,KS,21.2,  
Pointe Coupee,LA,21.2,  
Washington,MS,21.2,  
Grenada,MS,21.2,  
Okfuskee,OK,21.2,  
Caldwell,NC,21.3,  
Tunica,MS,21.3,  
Ripley,MO,21.3,  
Lincoln,KY,21.3,  
Crawford,IA,21.3,  
St. Francis,AR,21.3,  
Sutter,CA,21.3,  
Jenkins,GA,21.3,  
Sumter,GA,21.3,  
Washington,GA,21.3,  
Cook,GA,21.3,  
Patrick,VA,21.3,  
Marion,SC,21.3,  
Hickman,TN,21.3,  
Brunswick,VA,21.3,  
Ward,TX,21.4,  
Claiborne,TN,21.4,  
Logan,WV,21.4,  
Wayne,WV,21.4,  
Santa Isabel,PR,21.4,  
Wilkes,GA,21.4,  
Elbert,GA,21.4,  
Randolph,AL,21.4,  
Apache,AZ,21.4,  
Clay,AR,21.5,  
Alexander,IL,21.5,  
McDonald,MO,21.5,  
Iberia,LA,21.5,  
Copiah,MS,21.5,  
Edgecombe,NC,21.5,  
Abbeville,SC,21.5,  
Runnels,TX,21.5,  
Live Oak,TX,21.5,  
Buffalo,SD,21.6,  
Hardeman,TN,21.6,  
Wyoming,WV,21.6,  
Scotland,NC,21.6,  
Coahoma,MS,21.6,  
San Joaquin,CA,21.6,  
Coffee,GA,21.7,  
Terrebonne,LA,21.7,  
Union,MS,21.7,  
Leake,MS,21.7,  
Surry,NC,21.7,  
Union,NM,21.7,  
Chaves,NM,21.7,  
Wilkes,NC,21.7,  
Cherokee,SC,21.7,  
Madison,TX,21.7,  
Dallas,TX,21.7,  
Waller,TX,21.7,  
Upton,TX,21.8,  
San Patricio,TX,21.8,  
Monroe,TN,21.8,  
Gurabo,PR,21.8,  
Vance,NC,21.8,  
Leflore,MS,21.8,  
Neshoba,MS,21.8,  
Prentiss,MS,21.8,  
Bradford,FL,21.8,  
Hall,GA,21.8,  
Los Angeles,CA,21.8,  
Worth,GA,21.9,  
Lincoln,ID,21.9,  
Kearny,KS,21.9,  
Northampton,NC,21.9,  
Dorado,PR,21.9,  
Charles City,VA,21.9,  
Scott,TN,21.9,  
Polk,TX,21.9,  
Scurry,TX,22,  
Todd,SD,22,  
Saluda,SC,22,  
Habersham,GA,22,  
Scott,AR,22,  
Lawrence,AL,22,  
Oglethorpe,GA,22.1,  
Stanton,KS,22.1,  
Menifee,KY,22.1,  
Gooding,ID,22.1,  
Montgomery,NC,22.1,  
Cumberland,NJ,22.1,  
Marion,MS,22.1,  
Kleberg,TX,22.1,  
Jackson,TN,22.2,  
Panola,MS,22.2,  
Butler,KY,22.2,  
Stanislaus,CA,22.2,  
Costilla,CO,22.2,  
Monroe,AR,22.3,  
Grady,GA,22.3,  
Todd,KY,22.3,  
Rockcastle,KY,22.3,  
Itawamba,MS,22.3,  
Guadalupe,NM,22.3,  
Lee,SC,22.3,  
Martin,TX,22.3,  
Las Piedras,PR,22.3,  
Jones,TX,22.4,  
Fentress,TN,22.4,  
Caswell,NC,22.4,  
Tippah,MS,22.4,  
Acadia,LA,22.4,  
Glascock,GA,22.4,  
Baker,GA,22.4,  
Hickman,KY,22.5,  
Iberville,LA,22.5,  
Hardeman,TX,22.5,  
Matagorda,TX,22.5,  
Foard,TX,22.5,  
Collingsworth,TX,22.6,  
Attala,MS,22.6,  
Morgan,MO,22.6,  
Washington,NC,22.6,  
Fleming,KY,22.6,  
Catahoula,LA,22.6,  
Minidoka,ID,22.6,  
Calhoun,FL,22.6,  
Jackson,AR,22.6,  
Desha,AR,22.6,  
Butts,GA,22.7,  
Franklin,GA,22.7,  
Sampson,NC,22.7,  
Hockley,TX,22.7,  
Rhea,TN,22.7,  
Union,TN,22.8,  
Houston,TN,22.8,  
Johnson,TN,22.8,  
Kent,TX,22.8,  
Stephens,TX,22.8,  
Navarro,TX,22.8,  
Webster,WV,22.8,  
Meriwether,GA,22.8,  
Charlton,GA,22.8,  
La Paz,AZ,22.8,  
Winston,AL,22.8,  
Metcalfe,KY,22.8,  
Woodruff,AR,22.9,  
Marion,GA,22.9,  
Robeson,NC,22.9,  
Swisher,TX,22.9,  
Liberty,TX,22.9,  
Hancock,TN,22.9,  
Falls,TX,23,  
Sutton,TX,23,  
Washington,MO,23,  
West Carroll,LA,23,  
Jeff Davis,GA,23,  
Banks,GA,23,  
Gordon,GA,23.1,  
Wheeler,GA,23.1,  
Caldwell,LA,23.1,  
Adair,KY,23.1,  
Halifax,NC,23.1,  
El Paso,TX,23.1,  
Lynn,TX,23.1,  
Buckingham,VA,23.1,  
Clay,TN,23.2,  
Socorro,NM,23.2,  
Reynolds,MO,23.2,  
Taylor,GA,23.2,  
Stone,AR,23.2,  
Coosa,AL,23.2,  
Polk,GA,23.3,  
Lawrence,KY,23.3,  
Crawford,MO,23.3,  
Washington,LA,23.4,  
Monroe,KY,23.4,  
Perry,KY,23.4,  
Power,ID,23.4,  
Mitchell,GA,23.4,  
Greene,AL,23.4,  
Potter,TX,23.4,  
Nottoway,VA,23.4,  
Emporia,VA,23.5,  
Galax,VA,23.5,  
Chesterfield,SC,23.5,  
Turner,GA,23.5,  
Carroll,KY,23.5,  
Elliott,KY,23.5,  
St. Landry,LA,23.5,  
Yazoo,MS,23.6,  
Dawson,NE,23.6,  
Concordia,LA,23.6,  
Gray,KS,23.6,  
Franklin,AL,23.6,  
Treutlen,GA,23.7,  
Evans,GA,23.7,  
Nobles,MN,23.7,  
Lunenburg,VA,23.7,  
Ponce,PR,23.8,  
Tensas,LA,23.8,  
Tillman,OK,23.8,  
Bertie,NC,23.9,  
Lafourche,LA,23.9,  
Bolivar,MS,23.9,  
Jasper,GA,23.9,  
Holmes,FL,23.9,  
Lowndes,AL,24,  
Russell,KY,24,  
Estill,KY,24,  
Bath,KY,24,  
Claiborne,MS,24,  
Pontotoc,MS,24,  
Greene,MS,24.1,  
New Madrid,MO,24.1,  
St. Helena,LA,24.1,  
Jerome,ID,24.1,  
Union,FL,24.1,  
Hemphill,TX,24.1,  
Atascosa,TX,24.2,  
Terrell,GA,24.2,  
Cleburne,AL,24.2,  
Phillips,AR,24.2,  
Vermilion,LA,24.2,  
Jefferson Davis,MS,24.3,  
Candler,GA,24.3,  
Green,KY,24.3,  
Pike,KY,24.4,  
Johnson,GA,24.4,  
Oglala Lakota,SD,24.4,  
Karnes,TX,24.4,  
Ochiltree,TX,24.4,  
Rio Grande,PR,24.4,  
Wise,VA,24.4,  
Shelby,TX,24.5,  
Mitchell,TX,24.6,  
Hale,TX,24.6,  
Cottle,TX,24.6,  
Crockett,TX,24.6,  
Juana Diaz,PR,24.6,  
Hamilton,FL,24.6,  
Santa Cruz,AZ,24.6,  
Wayne,MO,24.6,  
LaSalle,LA,24.6,  
Calhoun,MS,24.6,  
Madison,LA,24.7,  
Holmes,MS,24.7,  
Sharkey,MS,24.7,  
Morrow,OR,24.7,  
Humacao,PR,24.7,  
Cidra,PR,24.7,  
Grant,WA,24.7,  
Greensville,VA,24.7,  
Calhoun,WV,24.7,  
Campbell,TN,24.7,  
Lauderdale,TN,24.8,  
Greene,NC,24.8,  
Franklin,LA,24.8,  
Owyhee,ID,24.9,  
Appling,GA,24.9,  
Warren,GA,24.9,  
Wayne,MS,24.9,  
Wheatland,MT,24.9,  
Hall,TX,24.9,  
Arroyo,PR,24.9,  
Ector,TX,25,  
Edwards,TX,25,  
Crosby,TX,25,  
Letcher,KY,25,  
Hart,KY,25.1,  
Floyd,KY,25.1,  
Glasscock,TX,25.1,  
Luquillo,PR,25.2,  
Morgan,KY,25.2,  
McKinley,NM,25.2,  
Liberty,MT,25.3,  
Robertson,KY,25.3,  
Fresno,CA,25.3,  
Guayama,PR,25.3,  
Arecibo,PR,25.4,  
Lee,VA,25.4,  
Andrews,TX,25.4,  
Dickenson,VA,25.5,  
Clay,WV,25.5,  
Jefferson,GA,25.5,  
Chickasaw,MS,25.5,  
Pemiscot,MO,25.6,  
Tyrrell,NC,25.6,  
Tattnall,GA,25.6,  
Mingo,WV,25.6,  
Coamo,PR,25.7,  
Perry,TN,25.7,  
Kinney,TX,25.7,  
Schleicher,TX,25.7,  
Calhoun,GA,25.7,  
Jackson,KY,25.7,  
Casey,KY,25.7,  
Mississippi,MO,25.7,  
Dunklin,MO,25.7,  
Scott,MS,25.8,  
Jefferson,MS,25.8,  
Allendale,SC,25.8,  
Marlboro,SC,25.8,  
Aibonito,PR,25.8,  
Franklin,WA,25.8,  
Daviess,IN,25.9,  
Lewis,KY,26,  
Evangeline,LA,26,  
Titus,TX,26,  
Crane,TX,26,  
Floyd,TX,26.1,  
Pickett,TN,26.1,  
Jayuya,PR,26.1,  
Vieques,PR,26.1,  
Avoyelles,LA,26.1,  
Okeechobee,FL,26.1,  
Lafayette,FL,26.1,  
Kern,CA,26.2,  
Hormigueros,PR,26.2,  
Loiza,PR,26.2,  
Juncos,PR,26.3,  
Barceloneta,PR,26.3,  
Lamb,TX,26.3,  
Glades,FL,26.3,  
Randolph,GA,26.3,  
Clinch,GA,26.4,  
DeKalb,AL,26.4,  
Assumption,LA,26.4,  
San Saba,TX,26.4,  
Lake,TN,26.5,  
Dakota,NE,26.5,  
McCreary,KY,26.6,  
Knott,KY,26.6,  
Dillon,SC,26.6,  
Sussex,VA,26.7,  
Clay,AL,26.7,  
Duplin,NC,26.7,  
Yakima,WA,26.8,  
Canovanas,PR,26.8,  
Grundy,TN,26.8,  
Bledsoe,TN,26.8,  
Sherman,TX,26.8,  
Gonzales,TX,26.8,  
Benton,MS,26.9,  
Barbour,AL,26.9,  
Colquitt,GA,26.9,  
Chattooga,GA,27,  
Dooly,GA,27,  
Wayne,KY,27,  
Deaf Smith,TX,27,  
Jim Wells,TX,27,  
Cayey,PR,27.1,  
Kings,CA,27.1,  
Lea,NM,27.1,  
Macon,GA,27.2,  
Breathitt,KY,27.2,  
Grant,KS,27.2,  
Guayanilla,PR,27.3,  
Villalba,PR,27.3,  
Bee,TX,27.3,  
Dawson,TX,27.4,  
Penuelas,PR,27.4,  
Salinas,PR,27.4,  
Martin,KY,27.4,  
Glenn,CA,27.5,  
Ceiba,PR,27.5,  
Catano,PR,27.5,  
Castro,TX,27.7,  
Sabana Grande,PR,27.8,  
Sunflower,MS,27.8,  
Hardee,FL,28,  
Sevier,AR,28.2,  
Clinton,KY,28.3,  
Madera,CA,28.4,  
Yuma,AZ,28.4,  
Yauco,PR,28.4,  
Jim Hogg,TX,28.4,  
Buchanan,VA,28.4,  
Bronx,NY,28.5,  
Bullock,AL,28.6,  
Harlan,KY,28.6,  
Camuy,PR,28.6,  
Manati,PR,28.7,  
Parmer,TX,28.7,  
Finney,KS,28.7,  
Monterey,CA,28.8,  
Texas,OK,28.8,  
Colfax,NE,28.8,  
Uvalde,TX,28.8,  
Mayaguez,PR,28.8,  
Hansford,TX,29.1,  
Tallahatchie,MS,29.1,  
Ford,KS,29.2,  
Quebradillas,PR,29.2,  
Aguadilla,PR,29.2,  
Clark,ID,29.3,  
Magoffin,KY,29.4,  
San Lorenzo,PR,29.4,  
Patillas,PR,29.5,  
East Carroll,LA,29.5,  
DeSoto,FL,29.5,  
Telfair,GA,29.6,  
Naranjito,PR,29.6,  
Utuado,PR,29.6,  
Isabela,PR,29.6,  
Reagan,TX,29.6,  
Bailey,TX,29.7,  
Quitman,GA,29.7,  
Lee,KY,29.7,  
Yoakum,TX,29.8,  
Barranquitas,PR,29.9,  
Owsley,KY,29.9,  
Lee,AR,30,  
Cabo Rojo,PR,30,  
Atkinson,GA,30.1,  
Hancock,GA,30.2,  
Wilkinson,MS,30.2,  
Vega Alta,PR,30.2,  
Winkler,TX,30.4,  
Pecos,TX,30.4,  
Haskell,TX,30.4,  
Naguabo,PR,30.5,  
San German,PR,30.5,  
Hatillo,PR,30.6,  
Colusa,CA,30.6,  
Haskell,KS,30.6,  
Wolfe,KY,30.7,  
Echols,GA,30.7,  
Quitman,MS,30.8,  
Taliaferro,GA,30.9,  
Terry,TX,31,  
Whitfield,GA,31.1,  
Merced,CA,31.1,  
Tulare,CA,31.4,  
Twiggs,GA,31.4,  
Imperial,CA,31.6,  
Humphreys,MS,31.7,  
La Salle,TX,31.7,  
Corozal,PR,31.7,  
Dallam,TX,31.8,  
Noxubee,MS,31.8,  
Leslie,KY,31.8,  
Brooks,TX,31.9,  
Yabucoa,PR,32,  
Knox,KY,32,  
Anasco,PR,32.3,  
Duval,TX,32.3,  
Murray,GA,32.4,  
Guanica,PR,32.5,  
Morovis,PR,32.5,  
Ciales,PR,32.6,  
Val Verde,TX,32.6,  
Bell,KY,32.8,  
Seward,KS,32.8,  
Luna,NM,32.9,  
Aguas Buenas,PR,33.1,  
Rincon,PR,33.1,  
Webb,TX,33.3,  
Cochran,TX,33.6,  
Culebra,PR,33.6,  
Cameron,TX,33.8,  
Moca,PR,33.9,  
Aguada,PR,34.2,  
Stewart,GA,34.3,  
Issaquena,MS,34.4,  
Willacy,TX,34.6,  
Moore,TX,34.6,  
McDowell,WV,34.7,  
Adams,WA,34.8,  
Hendry,FL,34.9,  
Frio,TX,35,  
Orocovis,PR,35.6,  
Comerio,PR,35.7,  
Dimmit,TX,35.7,  
San Sebastian,PR,35.8,  
Maunabo,PR,36.1,  
Hidalgo,TX,36.3,  
Vega Baja,PR,36.5,  
Culberson,TX,36.6,  
LaGrange,IN,36.7,  
Adjuntas,PR,36.8,  
Clay,KY,37,  
Reeves,TX,37.7,  
Gaines,TX,38.3,  
Lajas,PR,38.3,  
Concho,TX,39,  
Lares,PR,39.2,  
Zavala,TX,39.7,  
Maverick,TX,40.8,  
Holmes,OH,41.8,  
Garza,TX,42,  
Las Marias,PR,44.4,  
Zapata,TX,44.6,  
Presidio,TX,47.5,  
Hudspeth,TX,49,  
Maricao,PR,49.8,  
Starr,TX,51.2,  
Kenedy,TX,58.7,  